image,width,height,class,ymin,xmin,ymax,xmax
image_2017_09_24_11_58_53_888753.png,800,600,R,167.794,450.03,348.98699999999997,524.982
image_2017_09_24_11_30_50_807843.png,800,600,G,399.061,122.708,492.801,161.282
image_2017_09_24_11_30_50_807843.png,800,600,G,404.842,285.508,492.97,322.008
image_2017_09_24_11_58_53_936927.png,800,600,R,209.977,477.409,366.92900000000003,547.005
image_2017_09_24_11_58_53_936927.png,800,600,R,194.15400000000002,169.571,361.153,240.977
image_2017_09_24_11_58_53_922968.png,800,600,R,101.273,312.688,295.965,393.712
image_2017_09_24_11_58_53_922968.png,800,600,R,120.25200000000001,674.816,306.14799999999997,748.403
image_2017_09_24_11_58_53_848610.png,800,600,R,144.526,438.991,328.664,519.827
image_2017_09_24_11_58_53_848610.png,800,600,R,138.306,102.791,324.103,178.31599999999997
image_2017_09_24_11_30_50_843617.png,800,600,G,418.51800000000003,217.75900000000001,498.319,256.909
image_2017_09_24_11_30_50_843617.png,800,600,G,422.042,370.676,501.224,407.04
image_2017_09_24_11_30_50_843617.png,800,600,G,426.58,525.982,501.56699999999995,561.257
image_2017_09_24_12_00_29_751052.png,800,600,Y,280.073,147.39700000000002,404.47900000000004,197.865
image_2017_09_24_12_00_29_751052.png,800,600,Y,293.858,393.62699999999995,394.788,439.661
image_2017_09_24_11_58_53_880306.png,800,600,R,172.12900000000002,244.333,340.63599999999997,323.284
image_2017_09_24_11_58_53_880306.png,800,600,R,177.794,570.447,349.335,642.739
image_2017_09_24_11_58_53_883837.png,800,600,R,119.69200000000001,82.0084,302.941,157.05
image_2017_09_24_11_58_53_883837.png,800,600,R,119.17399999999999,431.95099999999996,312.598,507.324
image_2017_09_24_12_00_29_780929.png,800,600,Y,293.953,370.33,419.398,429.291
image_2017_09_24_12_00_29_780929.png,800,600,Y,295.322,619.81,424.63800000000003,676.055
image_2017_09_24_12_00_29_780929.png,800,600,Y,286.593,128.65200000000002,417.18800000000005,180.472
image_2017_09_24_11_58_53_958751.png,800,600,R,65.8938,244.84599999999998,269.97700000000003,328.46
image_2017_09_24_11_58_53_958751.png,800,600,R,66.1325,633.7080000000001,268.258,725.587
image_2017_09_24_11_30_50_866683.png,800,600,G,210.58599999999998,703.341,376.471,776.3939999999999
image_2017_09_24_11_30_50_866683.png,800,600,G,197.17,407.332,356.408,482.63
image_2017_09_24_11_30_50_866683.png,800,600,G,181.827,93.6838,341.656,167.41099999999997
image_2017_09_24_12_00_29_807230.png,800,600,Y,467.49300000000005,538.086,530.746,569.956
image_2017_09_24_12_00_29_807230.png,800,600,Y,465.545,412.56,528.225,443.89
image_2017_09_24_12_00_29_807230.png,800,600,Y,467.491,661.3489999999999,526.863,701.765
image_2017_09_24_11_30_50_895748.png,800,600,G,432.884,634.2909999999999,508.06,674.7760000000001
image_2017_09_24_11_30_50_895748.png,800,600,G,429.55,478.385,499.978,520.729
image_2017_09_24_11_30_50_893506.png,800,600,G,386.361,12.014000000000001,475.55699999999996,58.1157
image_2017_09_24_11_30_50_893506.png,800,600,G,388.44800000000004,192.82,480.17,235.25099999999998
image_2017_09_24_11_30_50_893506.png,800,600,G,392.344,364.43199999999996,480.159,404.661
image_2017_09_24_12_00_29_796898.png,800,600,Y,291.855,620.355,425.45300000000003,677.755
image_2017_09_24_12_00_29_796898.png,800,600,Y,293.837,371.88800000000003,419.17900000000003,430.714
image_2017_09_24_12_00_29_796898.png,800,600,Y,290.247,129.821,413.579,179.85
image_2017_09_24_11_58_53_852282.png,800,600,R,3.8007699999999995,181.78599999999997,220.796,285.907
image_2017_09_24_11_58_53_852282.png,800,600,R,18.1922,632.248,223.675,727.576
image_2017_09_24_11_30_50_913724.png,800,600,G,371.70099999999996,92.175,471.538,135.84
image_2017_09_24_11_30_50_913724.png,800,600,G,388.083,452.805,475.025,492.506
image_2017_09_24_11_30_50_913724.png,800,600,G,383.8,278.691,477.0,317.034
image_2017_09_24_12_00_29_832699.png,800,600,Y,292.20099999999996,620.016,427.866,675.755
image_2017_09_24_12_00_29_832699.png,800,600,Y,294.567,369.755,419.44199999999995,430.004
image_2017_09_24_12_00_29_832699.png,800,600,Y,286.73900000000003,127.984,416.23699999999997,179.975
image_2017_09_24_11_58_53_913907.png,800,600,R,190.83,537.509,361.64300000000003,604.695
image_2017_09_24_11_58_53_913907.png,800,600,R,184.226,221.165,344.869,300.715
image_2017_09_24_11_58_53_926979.png,800,600,R,78.1703,594.938,272.79,684.127
image_2017_09_24_11_58_53_926979.png,800,600,R,76.5582,202.16099999999997,270.394,299.05
image_2017_09_24_12_00_29_765466.png,800,600,Y,465.397,625.299,530.3290000000001,654.743
image_2017_09_24_12_00_29_765466.png,800,600,Y,462.719,496.0,528.607,528.672
image_2017_09_24_12_00_29_765466.png,800,600,Y,468.336,752.6669999999999,530.289,788.206
image_2017_09_24_12_00_29_759060.png,800,600,Y,287.124,9.508280000000001,419.538,61.8092
image_2017_09_24_12_00_29_759060.png,800,600,Y,298.905,249.21,422.999,302.171
image_2017_09_24_12_00_29_759060.png,800,600,Y,309.152,484.894,418.327,536.797
image_2017_09_24_12_00_29_787334.png,800,600,Y,291.902,371.43300000000005,420.699,430.855
image_2017_09_24_12_00_29_787334.png,800,600,Y,290.988,620.4680000000001,426.79400000000004,677.2739999999999
image_2017_09_24_12_00_29_787334.png,800,600,Y,288.565,129.981,414.296,179.655
image_2017_09_24_11_30_50_911508.png,800,600,G,385.625,13.88,476.19800000000004,56.1793
image_2017_09_24_11_30_50_911508.png,800,600,G,387.00699999999995,193.857,480.345,235.15
image_2017_09_24_11_30_50_911508.png,800,600,G,390.98199999999997,364.499,481.91900000000004,404.524
image_2017_09_24_11_58_53_847214.png,800,600,R,27.0068,124.416,237.01,222.88299999999998
image_2017_09_24_11_58_53_903493.png,800,600,R,146.32399999999998,736.8,338.54699999999997,798.3389999999999
image_2017_09_24_11_58_53_903493.png,800,600,R,150.575,409.585,331.514,485.98400000000004
image_2017_09_24_11_58_53_903493.png,800,600,R,147.58,75.0376,324.842,151.77100000000002
image_2017_09_24_12_00_29_766824.png,800,600,Y,285.152,622.143,428.311,677.334
image_2017_09_24_12_00_29_766824.png,800,600,Y,289.09,371.62300000000005,421.93699999999995,429.89300000000003
image_2017_09_24_12_00_29_766824.png,800,600,Y,281.948,128.305,419.536,179.696
image_2017_09_24_11_58_53_876653.png,800,600,R,134.55200000000002,459.06199999999995,325.473,541.628
image_2017_09_24_11_58_53_876653.png,800,600,R,137.113,117.602,321.133,191.916
image_2017_09_24_12_00_29_799977.png,800,600,Y,285.152,622.143,428.311,677.334
image_2017_09_24_12_00_29_799977.png,800,600,Y,289.09,371.62300000000005,421.93699999999995,429.89300000000003
image_2017_09_24_12_00_29_799977.png,800,600,Y,281.948,128.305,419.536,179.696
image_2017_09_24_12_00_29_793407.png,800,600,Y,400.144,323.455,491.835,357.894
image_2017_09_24_12_00_29_793407.png,800,600,Y,400.939,155.29399999999998,490.899,191.78599999999997
image_2017_09_24_12_00_29_793407.png,800,600,Y,411.215,484.23199999999997,497.33099999999996,519.83
image_2017_09_24_11_58_53_949561.png,800,600,R,267.899,464.50199999999995,415.407,517.771
image_2017_09_24_11_58_53_949561.png,800,600,R,268.032,219.87900000000002,399.23800000000006,268.757
image_2017_09_24_11_58_53_949561.png,800,600,R,281.619,698.225,420.87199999999996,759.6469999999999
image_2017_09_24_11_58_53_887588.png,800,600,R,339.634,642.7919999999999,467.648,687.9169999999999
image_2017_09_24_11_58_53_887588.png,800,600,R,341.06699999999995,425.119,457.69800000000004,478.046
image_2017_09_24_11_30_50_855144.png,800,600,G,472.824,547.9730000000001,532.1669999999999,580.299
image_2017_09_24_11_30_50_855144.png,800,600,G,471.217,438.751,531.592,471.125
image_2017_09_24_11_30_50_855144.png,800,600,G,471.077,310.784,524.29,354.006
image_2017_09_24_11_30_50_910126.png,800,600,G,428.18,560.345,503.01599999999996,600.975
image_2017_09_24_11_30_50_910126.png,800,600,G,429.51300000000003,713.951,506.869,756.209
image_2017_09_24_11_30_50_849362.png,800,600,G,108.51,277.778,297.589,355.404
image_2017_09_24_11_30_50_849362.png,800,600,G,131.422,629.019,318.548,700.9639999999999
image_2017_09_24_11_58_53_841856.png,800,600,R,104.98899999999999,583.315,297.08099999999996,669.779
image_2017_09_24_11_58_53_841856.png,800,600,R,95.3782,202.42,290.58799999999997,296.93
image_2017_09_24_11_30_50_809998.png,800,600,G,389.73,154.055,482.217,194.46400000000003
image_2017_09_24_11_30_50_809998.png,800,600,G,382.32,0.49861099999999997,473.973,21.3677
image_2017_09_24_11_30_50_809998.png,800,600,G,408.70599999999996,325.16700000000003,485.399,363.20300000000003
image_2017_09_24_11_58_53_912723.png,800,600,R,270.307,272.745,411.404,324.647
image_2017_09_24_11_58_53_912723.png,800,600,R,278.069,525.106,421.95599999999996,582.048
image_2017_09_24_11_58_53_912723.png,800,600,R,294.089,771.044,424.36199999999997,801.8560000000001
image_2017_09_24_11_30_50_835783.png,800,600,G,184.74200000000002,349.945,343.27099999999996,423.597
image_2017_09_24_11_30_50_835783.png,800,600,G,200.524,653.089,357.806,725.947
image_2017_09_24_11_30_50_835783.png,800,600,G,162.422,21.7134,332.861,102.84
image_2017_09_24_11_30_50_906528.png,800,600,G,515.962,19.3677,551.601,40.7459
image_2017_09_24_11_30_50_906528.png,800,600,G,516.735,106.759,553.035,126.139
image_2017_09_24_12_00_29_749412.png,800,600,Y,286.922,9.52788,419.56699999999995,61.8852
image_2017_09_24_12_00_29_749412.png,800,600,Y,298.853,249.17,422.658,301.74
image_2017_09_24_12_00_29_749412.png,800,600,Y,308.884,484.904,418.366,536.737
image_2017_09_24_12_00_29_741330.png,800,600,Y,465.369,644.5459999999999,526.9580000000001,679.6389999999999
image_2017_09_24_12_00_29_741330.png,800,600,Y,460.699,514.803,524.164,553.1619999999999
image_2017_09_24_12_00_29_741330.png,800,600,Y,465.941,770.207,529.715,801.755
image_2017_09_24_11_58_53_886416.png,800,600,R,53.6995,155.268,268.061,250.558
image_2017_09_24_11_58_53_886416.png,800,600,R,82.5943,555.559,274.276,638.247
image_2017_09_24_11_30_50_883922.png,800,600,G,143.16,442.51300000000003,323.16,519.646
image_2017_09_24_11_30_50_883922.png,800,600,G,123.367,96.4826,300.885,177.62599999999998
image_2017_09_24_12_00_29_776344.png,800,600,Y,285.152,622.143,428.311,677.334
image_2017_09_24_12_00_29_776344.png,800,600,Y,289.09,371.62300000000005,421.93699999999995,429.89300000000003
image_2017_09_24_12_00_29_776344.png,800,600,Y,281.948,128.305,419.536,179.696
image_2017_09_24_11_30_50_901763.png,800,600,G,295.538,368.94300000000004,418.855,431.546
image_2017_09_24_11_30_50_901763.png,800,600,G,295.149,617.581,422.32599999999996,676.558
image_2017_09_24_11_30_50_901763.png,800,600,G,286.337,127.689,413.98199999999997,180.18900000000002
image_2017_09_24_12_00_29_831512.png,800,600,Y,420.536,395.265,498.61300000000006,429.99800000000005
image_2017_09_24_12_00_29_831512.png,800,600,Y,423.649,546.2959999999999,501.64599999999996,576.2080000000001
image_2017_09_24_12_00_29_831512.png,800,600,Y,409.15,241.233,495.76800000000003,275.856
image_2017_09_24_12_00_29_779875.png,800,600,Y,292.556,620.19,425.94699999999995,677.6210000000001
image_2017_09_24_12_00_29_779875.png,800,600,Y,292.376,371.53,420.475,430.983
image_2017_09_24_12_00_29_779875.png,800,600,Y,289.402,130.107,413.906,179.868
image_2017_09_24_11_58_53_856043.png,800,600,R,221.885,500.121,378.042,572.077
image_2017_09_24_11_58_53_856043.png,800,600,R,216.51,209.329,372.083,281.274
image_2017_09_24_11_58_53_918012.png,800,600,R,133.803,457.99300000000005,324.252,542.7090000000001
image_2017_09_24_11_58_53_918012.png,800,600,R,135.751,118.277,321.04400000000004,194.852
image_2017_09_24_12_00_29_790962.png,800,600,Y,460.027,513.12,520.003,553.817
image_2017_09_24_12_00_29_790962.png,800,600,Y,460.654,647.415,522.434,679.405
image_2017_09_24_12_00_29_790962.png,800,600,Y,465.597,770.263,534.163,802.712
image_2017_09_24_11_58_53_905960.png,800,600,R,154.532,300.888,327.985,383.10400000000004
image_2017_09_24_11_58_53_905960.png,800,600,R,166.66299999999998,640.381,330.671,719.6489999999999
image_2017_09_24_11_30_50_899356.png,800,600,G,369.526,769.4019999999999,473.616,804.554
image_2017_09_24_11_30_50_899356.png,800,600,G,366.18199999999996,570.957,468.58,615.048
image_2017_09_24_11_30_50_921242.png,800,600,G,403.884,283.7,492.776,321.545
image_2017_09_24_11_30_50_921242.png,800,600,G,405.194,118.62100000000001,486.73699999999997,157.952
image_2017_09_24_11_58_53_942052.png,800,600,R,55.8153,157.393,266.439,251.899
image_2017_09_24_11_58_53_942052.png,800,600,R,84.2762,553.781,275.573,635.739
image_2017_09_24_12_00_29_754430.png,800,600,Y,286.605,620.45,425.98400000000004,676.8330000000001
image_2017_09_24_12_00_29_754430.png,800,600,Y,288.307,372.32800000000003,423.876,430.851
image_2017_09_24_12_00_29_754430.png,800,600,Y,287.254,130.689,415.18199999999996,180.16400000000002
image_2017_09_24_11_30_50_841108.png,800,600,G,199.041,408.89099999999996,354.465,478.89300000000003
image_2017_09_24_11_30_50_841108.png,800,600,G,213.104,699.17,374.968,772.102
image_2017_09_24_11_30_50_841108.png,800,600,G,182.317,93.647,341.94,167.345
image_2017_09_24_11_30_50_898236.png,800,600,G,198.355,409.962,353.723,480.39099999999996
image_2017_09_24_11_30_50_898236.png,800,600,G,212.146,697.488,374.19699999999995,772.033
image_2017_09_24_11_30_50_898236.png,800,600,G,181.43200000000002,92.2962,342.713,169.162
image_2017_09_24_12_00_29_808452.png,800,600,Y,305.64099999999996,278.178,424.541,327.055
image_2017_09_24_12_00_29_808452.png,800,600,Y,310.66200000000003,509.545,423.324,556.085
image_2017_09_24_12_00_29_808452.png,800,600,Y,286.048,47.7617,420.246,99.4712
image_2017_09_24_12_00_29_816647.png,800,600,Y,285.152,622.143,428.311,677.334
image_2017_09_24_12_00_29_816647.png,800,600,Y,289.09,371.62300000000005,421.93699999999995,429.89300000000003
image_2017_09_24_12_00_29_816647.png,800,600,Y,281.948,128.305,419.536,179.696
image_2017_09_24_12_00_29_757896.png,800,600,Y,280.622,147.469,403.60400000000004,197.771
image_2017_09_24_12_00_29_757896.png,800,600,Y,293.855,393.54900000000004,394.811,439.34
image_2017_09_24_11_58_53_924154.png,800,600,R,293.875,370.466,417.92800000000005,429.754
image_2017_09_24_11_58_53_924154.png,800,600,R,295.161,620.321,420.11400000000003,678.482
image_2017_09_24_11_58_53_924154.png,800,600,R,280.408,126.512,419.106,181.68099999999998
image_2017_09_24_11_58_53_868201.png,800,600,R,34.0655,619.077,258.97700000000003,713.98
image_2017_09_24_11_58_53_868201.png,800,600,R,22.2887,190.357,243.389,290.41900000000004
image_2017_09_24_11_58_53_892640.png,800,600,R,181.65900000000002,541.661,350.2,615.563
image_2017_09_24_11_58_53_892640.png,800,600,R,178.62599999999998,221.795,342.48800000000006,298.918
image_2017_09_24_12_00_29_825728.png,800,600,Y,286.65,621.961,427.00300000000004,677.2310000000001
image_2017_09_24_12_00_29_825728.png,800,600,Y,289.546,371.499,421.41,429.991
image_2017_09_24_12_00_29_825728.png,800,600,Y,284.38599999999997,128.66899999999998,417.75,179.15099999999998
image_2017_09_24_11_58_53_840482.png,800,600,R,428.406,145.17700000000002,506.07,176.717
image_2017_09_24_11_58_53_840482.png,800,600,R,427.665,-0.546269,501.602,28.8269
image_2017_09_24_11_58_53_840482.png,800,600,R,432.14300000000003,283.433,501.24300000000005,318.051
image_2017_09_24_12_00_29_755691.png,800,600,Y,293.311,619.913,425.53,676.5319999999999
image_2017_09_24_12_00_29_755691.png,800,600,Y,292.634,369.96,421.524,429.843
image_2017_09_24_12_00_29_755691.png,800,600,Y,284.574,129.477,418.68699999999995,180.868
image_2017_09_24_11_30_50_885026.png,800,600,G,389.644,113.321,482.106,156.625
image_2017_09_24_11_30_50_885026.png,800,600,G,403.52099999999996,284.254,492.819,319.992
image_2017_09_24_11_30_50_851741.png,800,600,G,399.38300000000004,122.846,492.684,161.13299999999998
image_2017_09_24_11_30_50_851741.png,800,600,G,405.4,285.503,492.092,321.91700000000003
image_2017_09_24_11_30_50_878207.png,800,600,G,428.596,173.498,510.457,210.27700000000002
image_2017_09_24_11_30_50_878207.png,800,600,G,426.527,29.1191,504.394,64.1322
image_2017_09_24_11_30_50_878207.png,800,600,G,443.37199999999996,313.163,514.006,348.976
image_2017_09_24_12_00_29_795628.png,800,600,Y,415.38800000000003,527.964,502.171,560.6080000000001
image_2017_09_24_12_00_29_795628.png,800,600,Y,414.533,366.67400000000004,498.18199999999996,401.231
image_2017_09_24_12_00_29_795628.png,800,600,Y,403.212,206.60299999999998,492.475,241.635
image_2017_09_24_12_00_29_746236.png,800,600,Y,441.394,442.531,515.37,474.51099999999997
image_2017_09_24_12_00_29_746236.png,800,600,Y,442.246,305.47900000000004,512.1669999999999,345.798
image_2017_09_24_12_00_29_746236.png,800,600,Y,443.69199999999995,578.4630000000001,518.144,613.2869999999999
image_2017_09_24_11_30_50_897064.png,800,600,G,509.379,42.3705,559.145,64.0834
image_2017_09_24_12_00_29_830279.png,800,600,Y,434.595,282.259,507.50199999999995,319.347
image_2017_09_24_12_00_29_830279.png,800,600,Y,440.04,570.641,514.694,600.61
image_2017_09_24_12_00_29_830279.png,800,600,Y,436.023,427.56800000000004,506.647,466.04900000000004
image_2017_09_24_11_58_53_889927.png,800,600,R,81.4858,562.043,275.38,650.966
image_2017_09_24_11_58_53_889927.png,800,600,R,45.8074,160.572,253.092,249.018
image_2017_09_24_11_58_53_902030.png,800,600,R,293.41700000000003,718.05,421.712,772.706
image_2017_09_24_11_30_50_877059.png,800,600,G,429.575,713.72,506.884,756.305
image_2017_09_24_11_30_50_877059.png,800,600,G,428.209,561.065,502.587,600.851
image_2017_09_24_11_30_50_864479.png,800,600,G,457.985,627.592,526.3,666.7460000000001
image_2017_09_24_11_30_50_864479.png,800,600,G,455.93199999999996,503.779,521.9209999999999,538.0219999999999
image_2017_09_24_11_30_50_864479.png,800,600,G,453.405,370.13199999999995,517.729,408.981
image_2017_09_24_11_58_53_896739.png,800,600,R,85.2844,470.876,278.212,553.0
image_2017_09_24_11_58_53_896739.png,800,600,R,75.5356,85.4384,265.867,178.351
image_2017_09_24_11_58_53_898353.png,800,600,R,195.96900000000002,354.017,361.85900000000004,424.56300000000005
image_2017_09_24_11_58_53_898353.png,800,600,R,191.702,38.3032,348.723,120.93799999999999
image_2017_09_24_11_58_53_898353.png,800,600,R,192.387,666.6510000000001,367.11300000000006,731.427
image_2017_09_24_12_00_29_756799.png,800,600,Y,285.152,622.143,428.311,677.334
image_2017_09_24_12_00_29_756799.png,800,600,Y,289.09,371.62300000000005,421.93699999999995,429.89300000000003
image_2017_09_24_12_00_29_756799.png,800,600,Y,281.948,128.305,419.536,179.696
image_2017_09_24_11_30_50_858659.png,800,600,G,375.686,341.83099999999996,477.522,385.274
image_2017_09_24_11_30_50_858659.png,800,600,G,380.85400000000004,532.404,478.73699999999997,574.57
image_2017_09_24_11_30_50_858659.png,800,600,G,387.371,725.998,473.68,768.961
image_2017_09_24_11_58_53_878999.png,800,600,R,265.212,374.936,403.925,431.38300000000004
image_2017_09_24_11_58_53_878999.png,800,600,R,267.874,638.9,411.775,692.669
image_2017_09_24_11_58_53_878999.png,800,600,R,262.693,107.521,395.875,168.148
image_2017_09_24_11_58_53_915045.png,800,600,R,89.9383,303.448,298.512,388.966
image_2017_09_24_11_58_53_915045.png,800,600,R,105.93700000000001,671.875,298.626,746.6080000000001
image_2017_09_24_12_00_29_794497.png,800,600,Y,417.728,394.921,496.465,429.783
image_2017_09_24_12_00_29_794497.png,800,600,Y,426.69599999999997,542.873,500.11300000000006,575.403
image_2017_09_24_12_00_29_794497.png,800,600,Y,413.29,239.62900000000002,493.744,274.87
image_2017_09_24_11_58_53_953474.png,800,600,R,339.56,614.714,460.81800000000004,660.505
image_2017_09_24_11_58_53_953474.png,800,600,R,341.714,399.022,448.861,450.915
image_2017_09_24_11_30_50_844724.png,800,600,G,422.06,370.67699999999996,501.22,407.05800000000005
image_2017_09_24_11_30_50_844724.png,800,600,G,418.52,217.763,498.30800000000005,256.91
image_2017_09_24_11_30_50_844724.png,800,600,G,426.611,525.986,501.597,561.249
image_2017_09_24_11_58_53_900807.png,800,600,R,89.1906,256.33,280.444,344.70300000000003
image_2017_09_24_11_58_53_900807.png,800,600,R,100.178,637.024,290.971,725.4630000000001
image_2017_09_24_12_00_29_778796.png,800,600,Y,286.866,622.132,427.465,677.3689999999999
image_2017_09_24_12_00_29_778796.png,800,600,Y,289.407,371.721,421.624,429.834
image_2017_09_24_12_00_29_778796.png,800,600,Y,284.92400000000004,128.35,417.413,179.13299999999998
image_2017_09_24_11_58_53_871787.png,800,600,R,89.0141,256.629,280.348,344.473
image_2017_09_24_11_58_53_871787.png,800,600,R,100.165,636.961,290.98400000000004,725.445
image_2017_09_24_11_58_53_939553.png,800,600,R,263.218,361.42900000000003,388.991,418.74800000000005
image_2017_09_24_11_58_53_939553.png,800,600,R,245.488,93.6299,394.435,149.336
image_2017_09_24_11_58_53_939553.png,800,600,R,274.985,631.491,399.287,687.743
image_2017_09_24_11_30_50_900626.png,800,600,G,431.537,435.925,507.338,470.087
image_2017_09_24_11_30_50_900626.png,800,600,G,428.68199999999996,286.28,505.42900000000003,319.212
image_2017_09_24_11_30_50_900626.png,800,600,G,438.436,579.656,523.2959999999999,614.817
image_2017_09_24_11_30_50_886114.png,800,600,G,210.075,702.7610000000001,374.04400000000004,774.715
image_2017_09_24_11_30_50_886114.png,800,600,G,198.993,409.208,355.401,480.61699999999996
image_2017_09_24_11_30_50_886114.png,800,600,G,181.016,75.9857,341.906,171.78099999999998
image_2017_09_24_11_30_50_892411.png,800,600,G,369.526,769.4019999999999,473.616,804.554
image_2017_09_24_11_30_50_892411.png,800,600,G,366.18199999999996,570.957,468.58,615.047
image_2017_09_24_11_58_53_899624.png,800,600,R,263.994,361.661,389.70099999999996,418.796
image_2017_09_24_11_58_53_899624.png,800,600,R,245.47099999999998,93.7198,394.539,149.298
image_2017_09_24_11_58_53_899624.png,800,600,R,275.067,631.689,399.88599999999997,687.35
image_2017_09_24_11_58_53_904805.png,800,600,R,86.2222,471.04,276.9,553.271
image_2017_09_24_11_58_53_904805.png,800,600,R,74.712,85.8522,267.216,178.067
image_2017_09_24_12_00_29_768194.png,800,600,Y,401.934,314.974,494.397,347.38699999999994
image_2017_09_24_12_00_29_768194.png,800,600,Y,404.86800000000005,478.583,495.282,512.9119999999999
image_2017_09_24_12_00_29_768194.png,800,600,Y,403.01,144.336,487.70099999999996,183.924
image_2017_09_24_12_00_29_810898.png,800,600,Y,438.782,436.55800000000005,515.249,469.949
image_2017_09_24_12_00_29_810898.png,800,600,Y,443.909,568.877,512.5980000000001,602.678
image_2017_09_24_12_00_29_810898.png,800,600,Y,435.666,288.775,505.95099999999996,323.655
image_2017_09_24_11_30_50_902899.png,800,600,G,175.511,329.347,347.256,403.70099999999996
image_2017_09_24_11_30_50_902899.png,800,600,G,157.43,12.2527,327.186,91.4322
image_2017_09_24_11_30_50_923771.png,800,600,G,375.05800000000005,481.298,477.027,523.087
image_2017_09_24_11_30_50_923771.png,800,600,G,378.079,678.635,482.36199999999997,723.591
image_2017_09_24_11_30_50_875926.png,800,600,G,201.49400000000003,408.593,356.119,477.786
image_2017_09_24_11_30_50_875926.png,800,600,G,213.36700000000002,699.097,374.917,772.65
image_2017_09_24_11_30_50_875926.png,800,600,G,182.49200000000002,94.3869,341.718,167.325
image_2017_09_24_12_00_29_771437.png,800,600,Y,293.869,619.6990000000001,425.014,677.444
image_2017_09_24_12_00_29_771437.png,800,600,Y,287.897,371.168,423.09,429.87199999999996
image_2017_09_24_12_00_29_771437.png,800,600,Y,283.353,126.522,417.658,179.69400000000002
image_2017_09_24_12_00_29_804111.png,800,600,Y,351.61,396.75800000000004,455.42900000000003,439.12699999999995
image_2017_09_24_12_00_29_804111.png,800,600,Y,344.147,183.56,453.273,226.989
image_2017_09_24_12_00_29_804111.png,800,600,Y,349.712,604.1519999999999,452.892,646.481
image_2017_09_24_12_00_29_792217.png,800,600,Y,292.987,371.485,420.01599999999996,430.69599999999997
image_2017_09_24_12_00_29_792217.png,800,600,Y,294.64799999999997,621.05,424.329,677.078
image_2017_09_24_12_00_29_792217.png,800,600,Y,290.155,129.35399999999998,413.13699999999994,180.236
image_2017_09_24_11_58_53_853428.png,800,600,R,102.887,224.188,295.21,309.525
